community_id,community_name,post_id,post_username,post_created_at,heading,theme_label,sentiment_label,sentiment_score,post_like_count,comment_count,suggested_sponsor_category,commercial_evidence_terms,evidence_engagement
demo_shameless_community,Demo Shameless Community,d1215e6b-445f-4dc5-8cf9-f99d67129010,paige69,2026-01-16 11:15:00+00:00,Can someone explain why celebrity memoirs keeps coming back?,celebrity memoirs,positive,0.3818,3,3,Celebrity Memoirs Celebrity Memoirs Memoirs Celebrity Memoirs Celebrity Memoirs Audience Fit,"celebrity memoirs, celebrity memoirs, memoirs celebrity memoirs, celebrity memoirs, celebrity memoirs celebrity, memoirs",6
demo_shameless_community,Demo Shameless Community,3c7eea98-5f6e-4207-8a66-0364d68f5248,mae,2026-02-28 08:08:00+00:00,Open thread for celebrity memoirs.,celebrity memoirs,positive,0.3818,1,2,Celebrity Memoirs Celebrity Memoirs Memoirs Celebrity Memoirs Celebrity Memoirs Audience Fit,"celebrity memoirs, celebrity memoirs, memoirs celebrity memoirs, celebrity memoirs, celebrity memoirs celebrity, memoirs",3
demo_shameless_community,Demo Shameless Community,f5f35d98-c72f-43fe-aac3-c33bde9ce310,mads,2026-01-14 09:08:00+00:00,I keep circling back to celebrity side hustles.,celebrity side hustles,positive,0.5994,4,4,Celebrity Hustles Circling Celebrity Hustles Hustles Celebrity Hustles Hustles Audience Fit,"celebrity hustles, circling celebrity hustles, hustles celebrity hustles, hustles, celebrity",8
demo_shameless_community,Demo Shameless Community,3d05704a-6b84-4700-8ef9-47380917f6dc,mads,2026-01-26 09:47:00+00:00,Need the group's view on celebrity side hustles.,celebrity side hustles,positive,0.8442,4,2,Celebrity Hustles Circling Celebrity Hustles Hustles Celebrity Hustles Hustles Audience Fit,"celebrity hustles, circling celebrity hustles, hustles celebrity hustles, hustles, celebrity",6
demo_shameless_community,Demo Shameless Community,e1d99ba5-08bb-4cb6-86b0-9b5aaae3ee28,beth,2026-03-09 11:42:00+00:00,Need the group's view on comfort rewatches.,comfort rewatches,positive,0.8934,5,5,Comfort Rewatches Comfort Rewatches Rewatches Rewatches Audience Fit,"comfort rewatches, comfort rewatches, rewatches, rewatches, comfort",10
demo_shameless_community,Demo Shameless Community,60165a64-6147-4751-a15a-89cc89847ccf,elsie,2026-02-03 07:08:00+00:00,Is anyone else fully locked into comfort rewatches discourse?,comfort rewatches,positive,0.3535,4,5,Comfort Rewatches Comfort Rewatches Rewatches Rewatches Audience Fit,"comfort rewatches, comfort rewatches, rewatches, rewatches, comfort",9
demo_shameless_community,Demo Shameless Community,04381e62-55ea-415f-bb7d-438aabb21a79,gemmanotes,2026-02-18 08:15:00+00:00,Who has the best take on comfort rewatches?,comfort rewatches,positive,0.8271,1,3,Comfort Rewatches Comfort Rewatches Rewatches Rewatches Audience Fit,"comfort rewatches, comfort rewatches, rewatches, rewatches, comfort",4
demo_shameless_community,Demo Shameless Community,77a132e2-57da-4dec-b02e-b237562be12d,lila,2026-03-09 09:55:00+00:00,Open thread for comfort rewatches.,comfort rewatches,positive,0.8883,1,2,Comfort Rewatches Comfort Rewatches Rewatches Rewatches Audience Fit,"comfort rewatches, comfort rewatches, rewatches, rewatches, comfort",3
demo_shameless_community,Demo Shameless Community,d9e168ee-f673-40e0-b41a-e95af1bb1cd3,mads,2026-04-04 19:08:00+00:00,I keep circling back to comfort rewatches.,comfort rewatches,positive,0.6124,0,3,Comfort Rewatches Comfort Rewatches Rewatches Rewatches Audience Fit,"comfort rewatches, comfort rewatches, rewatches, rewatches, comfort",3
demo_shameless_community,Demo Shameless Community,e876c999-7fad-44a0-87c5-bfa3ac78ad4b,soph,2026-03-13 08:27:00+00:00,Open thread for comfort rewatches.,comfort rewatches,positive,0.7506,1,1,Comfort Rewatches Comfort Rewatches Rewatches Rewatches Audience Fit,"comfort rewatches, comfort rewatches, rewatches, rewatches, comfort",2
demo_shameless_community,Demo Shameless Community,46e7c05b-3c6f-4a02-88e5-c42e8431d29c,paige69,2026-01-17 08:47:00+00:00,Can someone explain why girlboss backlash keeps coming back?,girlboss backlash,neutral,-0.0772,3,3,Girlboss Backlash Girlboss Backlash Girlboss Backlash Girlboss Backlash Audience Fit,"girlboss backlash, girlboss backlash, girlboss backlash, girlboss backlash, backlash, backlash",6
demo_shameless_community,Demo Shameless Community,00cbe6bf-483d-4e0e-a1f5-25608d99613d,delia_daily,2026-02-10 13:08:00+00:00,Hot take request: girlboss backlash.,girlboss backlash,positive,0.8399,2,1,Girlboss Backlash Girlboss Backlash Girlboss Backlash Girlboss Backlash Audience Fit,"girlboss backlash, girlboss backlash, girlboss backlash, girlboss backlash, backlash, backlash",3
demo_shameless_community,Demo Shameless Community,362162d6-74bd-4995-9f26-3a63d04e2e9a,willa55,2026-03-05 18:12:00+00:00,Open thread for girlboss backlash.,girlboss backlash,positive,0.9199,1,2,Girlboss Backlash Girlboss Backlash Girlboss Backlash Girlboss Backlash Audience Fit,"girlboss backlash, girlboss backlash, girlboss backlash, girlboss backlash, backlash, backlash",3
demo_shameless_community,Demo Shameless Community,8b8edea4-d7a8-4d2b-b0db-ba207e05c3d1,alixclub,2026-04-04 09:15:00+00:00,Hot take request: girlboss backlash.,girlboss backlash,positive,0.3612,0,2,Girlboss Backlash Girlboss Backlash Girlboss Backlash Girlboss Backlash Audience Fit,"girlboss backlash, girlboss backlash, girlboss backlash, girlboss backlash, backlash, backlash",2
demo_shameless_community,Demo Shameless Community,033994b2-ad20-420d-9965-d280108ca03a,elsie_club,2026-02-18 18:15:00+00:00,Can someone explain why podcast guest episodes keeps coming back?,guest,positive,0.3818,3,1,Guest Guest Guest Guest Guest Audience Fit,"guest, guest, guest, guest guest",4
demo_shameless_community,Demo Shameless Community,a46e622f-d7c5-4beb-948f-bdc4813b1fca,brookea,2026-02-09 09:51:00+00:00,Can someone explain why podcast guest episodes keeps coming back?,guest,positive,0.8481,1,0,Guest Guest Guest Guest Guest Audience Fit,"guest, guest, guest, guest guest",1
demo_shameless_community,Demo Shameless Community,6a7d33d9-89e4-4e49-918e-2a38a261753b,lila,2026-04-02 06:00:00+00:00,I have a hot take on redemption arcs,have redemption arcs,positive,0.5574,2,2,Redemption Arcs Redemption Arcs Redemption Arcs Redemption Arcs Redemption Audience Fit,"redemption arcs, redemption arcs, redemption arcs, redemption arcs redemption, arcs redemption arcs, redemption",4
demo_shameless_community,Demo Shameless Community,b107e74e-9d68-42fc-9948-7e31dc7df346,rubyx,2026-03-31 09:42:00+00:00,Can someone explain why internet overexposure keeps coming back?,internet overexposure,positive,0.8979,5,0,Internet Overexposure Internet Overexposure Internet Overexposure Internet Overexposure Audience Fit,"internet overexposure, internet overexposure, internet overexposure, internet overexposure, internet, circling internet",5
demo_shameless_community,Demo Shameless Community,60403083-831d-4220-9e57-833119cdeaf9,mads,2026-01-27 18:05:00+00:00,Is anyone else fully locked into internet overexposure discourse?,internet overexposure,positive,0.9217,2,2,Internet Overexposure Internet Overexposure Internet Overexposure Internet Overexposure Audience Fit,"internet overexposure, internet overexposure, internet overexposure, internet overexposure, internet, circling internet",4
demo_shameless_community,Demo Shameless Community,52d9a4ff-e0e3-43bb-a7bb-940f06c81c4a,mads,2026-02-12 09:05:00+00:00,I keep circling back to internet overexposure.,internet overexposure,positive,0.7579,2,2,Internet Overexposure Internet Overexposure Internet Overexposure Internet Overexposure Audience Fit,"internet overexposure, internet overexposure, internet overexposure, internet overexposure, internet, circling internet",4
demo_shameless_community,Demo Shameless Community,9bc32dac-607a-40c6-aba4-29174c182da9,soph,2026-03-09 10:18:00+00:00,I keep circling back to internet overexposure.,internet overexposure,positive,0.8932,3,0,Internet Overexposure Internet Overexposure Internet Overexposure Internet Overexposure Audience Fit,"internet overexposure, internet overexposure, internet overexposure, internet overexposure, internet, circling internet",3
demo_shameless_community,Demo Shameless Community,0707d0e2-88b0-4ed4-aae2-7f0352dbc1c1,lila,2026-03-30 09:00:00+00:00,Best long-read on the celebrity memoir boom?,long read the celebrity memoir boom,positive,0.8074,0,2,Celebrity Memoir Boom Read Celebrity Memoir Long Read Celebrity Memoir Boom Long Audience Fit,"celebrity memoir boom, read celebrity memoir, long read celebrity, memoir boom long, memoir boom, long read",2
demo_shameless_community,Demo Shameless Community,dea130a3-c077-4e06-9ed9-928c02b1367d,freya,2026-03-03 20:51:00+00:00,What are we all thinking about Messy celeb interviews right now?,messy celeb interviews,negative,-0.4215,2,2,Messy Celeb Interviews Celeb Interviews Messy Interviews Messy Celeb Messy Celeb Audience Fit,"messy celeb interviews, celeb interviews messy, interviews messy celeb, messy celeb, interviews, messy",4
demo_shameless_community,Demo Shameless Community,7ddce478-0c9e-4986-8b5c-746a2a9dc0e7,mads,2026-03-10 07:27:00+00:00,Open thread for Messy celeb interviews.,messy celeb interviews,positive,0.3182,1,2,Messy Celeb Interviews Celeb Interviews Messy Interviews Messy Celeb Messy Celeb Audience Fit,"messy celeb interviews, celeb interviews messy, interviews messy celeb, messy celeb, interviews, messy",3
demo_shameless_community,Demo Shameless Community,ed7b8f54-d1a5-4f3a-941f-a7e75344195e,freya,2026-02-28 19:39:00+00:00,Hot take request: Messy celeb interviews.,messy celeb interviews,positive,0.6597,0,0,Messy Celeb Interviews Celeb Interviews Messy Interviews Messy Celeb Messy Celeb Audience Fit,"messy celeb interviews, celeb interviews messy, interviews messy celeb, messy celeb, interviews, messy",0
demo_shameless_community,Demo Shameless Community,d9bb1bd3-1106-4db0-9c63-2968dd55af46,hallezz,2026-02-17 18:42:00+00:00,Can someone explain why microtrend fatigue keeps coming back?,microtrend fatigue,positive,0.8906,3,5,Microtrend Fatigue Microtrend Fatigue Microtrend Fatigue Fatigue Audience Fit,"microtrend fatigue, microtrend fatigue, microtrend fatigue, fatigue, fatigue",8
demo_shameless_community,Demo Shameless Community,4ce780f8-fac3-49d1-b04a-6157c0daaac6,poppy_club,2026-02-02 09:55:00+00:00,Can someone explain why microtrend fatigue keeps coming back?,microtrend fatigue,positive,0.6369,4,3,Microtrend Fatigue Microtrend Fatigue Microtrend Fatigue Fatigue Audience Fit,"microtrend fatigue, microtrend fatigue, microtrend fatigue, fatigue, fatigue",7
demo_shameless_community,Demo Shameless Community,86e188be-c8ac-4809-8637-6528b92f210b,layla_x,2026-03-17 20:39:00+00:00,Who has the best take on microtrend fatigue?,microtrend fatigue,positive,0.7964,2,5,Microtrend Fatigue Microtrend Fatigue Microtrend Fatigue Fatigue Audience Fit,"microtrend fatigue, microtrend fatigue, microtrend fatigue, fatigue, fatigue",7
demo_shameless_community,Demo Shameless Community,c299d029-cc41-4e2e-9e3f-93fa7677dc20,fern,2026-01-28 19:08:00+00:00,Can someone explain why microtrend fatigue keeps coming back?,microtrend fatigue,positive,0.8718,0,5,Microtrend Fatigue Microtrend Fatigue Microtrend Fatigue Fatigue Audience Fit,"microtrend fatigue, microtrend fatigue, microtrend fatigue, fatigue, fatigue",5
demo_shameless_community,Demo Shameless Community,6b2fb792-3795-457a-b4cc-28eb1bb6dc24,cleo,2026-03-13 08:00:00+00:00,Is anyone else fully locked into microtrend fatigue discourse?,microtrend fatigue,positive,0.6908,1,2,Microtrend Fatigue Microtrend Fatigue Microtrend Fatigue Fatigue Audience Fit,"microtrend fatigue, microtrend fatigue, microtrend fatigue, fatigue, fatigue",3
demo_shameless_community,Demo Shameless Community,4bc06f4b-4d4f-4bcc-b8de-3c49fae131eb,delia_daily,2026-03-02 10:33:00+00:00,Open thread for microtrend fatigue.,microtrend fatigue,positive,0.6908,2,0,Microtrend Fatigue Microtrend Fatigue Microtrend Fatigue Fatigue Audience Fit,"microtrend fatigue, microtrend fatigue, microtrend fatigue, fatigue, fatigue",2
demo_shameless_community,Demo Shameless Community,371176c4-9794-4c97-8f35-22ec0b3b6d8b,layla_x,2026-03-07 08:51:00+00:00,Who has the best take on microtrend fatigue?,microtrend fatigue,positive,0.9042,0,1,Microtrend Fatigue Microtrend Fatigue Microtrend Fatigue Fatigue Audience Fit,"microtrend fatigue, microtrend fatigue, microtrend fatigue, fatigue, fatigue",1
demo_shameless_community,Demo Shameless Community,3be96144-8c14-4574-90c3-7ebfd487d1a6,remis,2026-03-11 17:22:00+00:00,I keep circling back to microtrend fatigue.,microtrend fatigue,positive,0.8516,0,0,Microtrend Fatigue Microtrend Fatigue Microtrend Fatigue Fatigue Audience Fit,"microtrend fatigue, microtrend fatigue, microtrend fatigue, fatigue, fatigue",0
demo_shameless_community,Demo Shameless Community,59a7b8cf-33d1-4d84-855f-e02b9045476f,mae,2026-03-25 10:51:00+00:00,Need the group's view on movie press tours.,movie press tours,positive,0.7845,4,4,Movie Press Tours Press Tours Movie Press Tours Movie Audience Fit,"movie press tours, press tours, movie press, tours movie, tours",8
demo_shameless_community,Demo Shameless Community,df44d941-4ec3-4b8a-9105-4128a81bcb90,josie75,2026-03-26 08:22:00+00:00,Open thread for movie press tours.,movie press tours,neutral,-0.0772,0,5,Movie Press Tours Press Tours Movie Press Tours Movie Audience Fit,"movie press tours, press tours, movie press, tours movie, tours",5
demo_shameless_community,Demo Shameless Community,5dc3030f-337e-45d1-886f-5ccb2a75d31b,nell35,2026-04-01 12:05:00+00:00,Can someone explain why movie press tours keeps coming back?,movie press tours,positive,0.7845,2,3,Movie Press Tours Press Tours Movie Press Tours Movie Audience Fit,"movie press tours, press tours, movie press, tours movie, tours",5
demo_shameless_community,Demo Shameless Community,ed0f7f58-1d69-4376-96c9-9e80d9f315b4,fern,2026-02-01 08:08:00+00:00,What are we all thinking about movie press tours right now?,movie press tours,positive,0.7713,2,2,Movie Press Tours Press Tours Movie Press Tours Movie Audience Fit,"movie press tours, press tours, movie press, tours movie, tours",4
demo_shameless_community,Demo Shameless Community,45d2fb24-52fa-4261-a4b3-e3ccf5ecdc76,kate92,2026-02-16 21:22:00+00:00,Who has the best take on movie press tours?,movie press tours,positive,0.8977,0,1,Movie Press Tours Press Tours Movie Press Tours Movie Audience Fit,"movie press tours, press tours, movie press, tours movie, tours",1
demo_shameless_community,Demo Shameless Community,fb7cb5bd-14fc-424c-8ada-76a7688727a6,josie75,2026-03-18 10:51:00+00:00,Need the group's view on nepo-baby discourse.,nepo baby,positive,0.8464,3,2,Nepo Baby Nepo Baby Nepo Baby Nepo Baby Audience Fit,"nepo baby, nepo baby, nepo baby nepo, baby, nepo",5
demo_shameless_community,Demo Shameless Community,d8f0e5bc-f4aa-4fc1-a233-1044c7ddbb91,mads,2026-03-29 10:00:00+00:00,Who is handling the latest nepo-baby discourse best?,nepo baby,positive,0.8402,2,3,Nepo Baby Nepo Baby Nepo Baby Nepo Baby Audience Fit,"nepo baby, nepo baby, nepo baby nepo, baby, nepo",5
demo_shameless_community,Demo Shameless Community,a8fc2636-6528-4601-a315-3c4b7b731c70,mads,2026-01-25 20:00:00+00:00,I keep circling back to nepo-baby discourse.,nepo baby,positive,0.8503,1,3,Nepo Baby Nepo Baby Nepo Baby Nepo Baby Audience Fit,"nepo baby, nepo baby, nepo baby nepo, baby, nepo",4
demo_shameless_community,Demo Shameless Community,e864e3dd-2399-43fa-8e5b-3c29ec61854a,brookea,2026-01-09 09:51:00+00:00,What are we all thinking about nepo-baby discourse right now?,nepo baby,positive,0.7845,2,1,Nepo Baby Nepo Baby Nepo Baby Nepo Baby Audience Fit,"nepo baby, nepo baby, nepo baby nepo, baby, nepo",3
demo_shameless_community,Demo Shameless Community,3c4bab93-8dd7-4f9f-b155-2ac60d2ba966,alixclub,2026-03-24 18:12:00+00:00,Is anyone else fully locked into nepo-baby discourse discourse?,nepo baby,positive,0.3612,0,2,Nepo Baby Nepo Baby Nepo Baby Nepo Baby Audience Fit,"nepo baby, nepo baby, nepo baby nepo, baby, nepo",2
demo_shameless_community,Demo Shameless Community,e9a44914-a3cb-4091-a52e-3bea608a35ae,sasha_notes,2026-03-12 13:00:00+00:00,Need the group's view on parasocial friendship.,parasocial friendship,positive,0.3818,0,1,Parasocial Friendship Parasocial Friendship Parasocial Friendship Parasocial Friendship Friendship Parasocial Audience Fit,"parasocial friendship parasocial, friendship parasocial friendship, parasocial friendship, friendship parasocial, friendship",1
demo_shameless_community,Demo Shameless Community,bea8475f-3c8f-4dc7-9b13-914f7a378d0c,cleo,2026-03-28 17:42:00+00:00,I keep circling back to parasocial friendship.,parasocial friendship,positive,0.9165,1,0,Parasocial Friendship Parasocial Friendship Parasocial Friendship Parasocial Friendship Friendship Parasocial Audience Fit,"parasocial friendship parasocial, friendship parasocial friendship, parasocial friendship, friendship parasocial, friendship",1
demo_shameless_community,Demo Shameless Community,dbeb47af-6152-4335-8710-86398ae0410f,bellaclub,2026-04-06 17:55:00+00:00,Who has the best take on parasocial friendship?,parasocial friendship,positive,0.9432,1,0,Parasocial Friendship Parasocial Friendship Parasocial Friendship Parasocial Friendship Friendship Parasocial Audience Fit,"parasocial friendship parasocial, friendship parasocial friendship, parasocial friendship, friendship parasocial, friendship",1
demo_shameless_community,Demo Shameless Community,ebe938ce-8291-4fa2-869e-bd3acb6737fe,tara,2026-04-05 03:00:00+00:00,Community poll: do you like guest episodes more than host-only chats?,poll you like guest more,positive,0.5994,3,2,Poll Like Guest Guest Poll Guest Host Chats Audience Fit,"poll like guest, guest poll, guest, host chats, like guest, host",5
demo_shameless_community,Demo Shameless Community,e1edcf7b-0b8b-40b8-b643-d60f9af9051e,lila,2026-03-27 09:27:00+00:00,Open thread for PR relationships.,pr relationships,positive,0.3818,4,3,Pr Relationships Pr Relationships Relationships Pr Audience Fit,"pr relationships, pr relationships, relationships, pr",7
demo_shameless_community,Demo Shameless Community,7246c0c9-fe80-47d5-aa99-0109012b7c88,fern,2026-01-31 13:51:00+00:00,Need the group's view on PR relationships.,pr relationships,positive,0.7713,3,3,Pr Relationships Pr Relationships Relationships Pr Audience Fit,"pr relationships, pr relationships, relationships, pr",6
demo_shameless_community,Demo Shameless Community,3b4c3d7c-2f0a-425c-9781-42ab7e6a3416,willa55,2026-03-09 07:42:00+00:00,Who has the best take on PR relationships?,pr relationships,positive,0.7783,1,3,Pr Relationships Pr Relationships Relationships Pr Audience Fit,"pr relationships, pr relationships, relationships, pr",4
demo_shameless_community,Demo Shameless Community,a027f881-f689-425f-92b3-7229f78c04f7,lila,2026-01-28 20:00:00+00:00,Need the group's view on PR relationships.,pr relationships,positive,0.8399,1,1,Pr Relationships Pr Relationships Relationships Pr Audience Fit,"pr relationships, pr relationships, relationships, pr",2
demo_shameless_community,Demo Shameless Community,a0e77a2c-e26c-4eb6-b67f-140daec10f59,lila,2026-02-04 07:33:00+00:00,Need the group's view on PR relationships.,pr relationships,positive,0.7845,1,0,Pr Relationships Pr Relationships Relationships Pr Audience Fit,"pr relationships, pr relationships, relationships, pr",1
demo_shameless_community,Demo Shameless Community,57efd739-b593-4cff-8907-c57dcc1542c3,soph,2026-02-21 12:27:00+00:00,Need the group's view on PR relationships.,pr relationships,positive,0.923,0,1,Pr Relationships Pr Relationships Relationships Pr Audience Fit,"pr relationships, pr relationships, relationships, pr",1
demo_shameless_community,Demo Shameless Community,96893c7b-7acc-4d2e-820f-a2977f4e8af8,nell35,2026-02-08 21:33:00+00:00,Can someone explain why reality TV villains keeps coming back?,reality tv villains,positive,0.4939,4,5,Tv Villains Reality Villains Reality Villains Villains Audience Fit,"tv villains reality, villains reality, villains, villains, reality tv",9
demo_shameless_community,Demo Shameless Community,45917656-6d24-4051-b55f-c6590833f526,beth,2026-03-31 19:51:00+00:00,Can someone explain why reality TV villains keeps coming back?,reality tv villains,positive,0.855,5,3,Tv Villains Reality Villains Reality Villains Villains Audience Fit,"tv villains reality, villains reality, villains, villains, reality tv",8
demo_shameless_community,Demo Shameless Community,c9f7127c-9264-451c-b158-7b0ccf7aff0b,mads,2026-02-15 18:51:00+00:00,I keep circling back to reality TV villains.,reality tv villains,neutral,0.1737,3,4,Tv Villains Reality Villains Reality Villains Villains Audience Fit,"tv villains reality, villains reality, villains, villains, reality tv",7
demo_shameless_community,Demo Shameless Community,8ce90194-ff89-4ea0-b413-cd72390146e0,lila,2026-02-05 20:15:00+00:00,Who has the best take on reality TV villains?,reality tv villains,positive,0.8553,2,4,Tv Villains Reality Villains Reality Villains Villains Audience Fit,"tv villains reality, villains reality, villains, villains, reality tv",6
demo_shameless_community,Demo Shameless Community,66f1bd4d-6441-4532-a12b-06949c949a7a,mads,2026-02-18 19:47:00+00:00,Is anyone else fully locked into reality TV villains discourse?,reality tv villains,positive,0.6478,3,3,Tv Villains Reality Villains Reality Villains Villains Audience Fit,"tv villains reality, villains reality, villains, villains, reality tv",6
demo_shameless_community,Demo Shameless Community,998d1e4d-1c33-4914-8e90-055bd3cd0d5c,isla_x,2026-03-14 21:15:00+00:00,I keep circling back to reality TV villains.,reality tv villains,positive,0.855,2,2,Tv Villains Reality Villains Reality Villains Villains Audience Fit,"tv villains reality, villains reality, villains, villains, reality tv",4
demo_shameless_community,Demo Shameless Community,515f4aff-3724-410b-978d-f0ee289d452a,alixs,2026-01-31 07:47:00+00:00,Need the group's view on reality TV villains.,reality tv villains,negative,-0.296,3,0,Tv Villains Reality Villains Reality Villains Villains Audience Fit,"tv villains reality, villains reality, villains, villains, reality tv",3
demo_shameless_community,Demo Shameless Community,d1370ea2-2343-49b0-8c42-9c628fb23ed5,cleo,2026-04-06 11:51:00+00:00,Need the group's view on reality TV villains.,reality tv villains,positive,0.6361,0,0,Tv Villains Reality Villains Reality Villains Villains Audience Fit,"tv villains reality, villains reality, villains, villains, reality tv",0
demo_shameless_community,Demo Shameless Community,12fd3bb1-5fe1-43de-9573-8e9ba31b4da9,cleo,2026-02-25 09:55:00+00:00,What are we all thinking about redemption arcs right now?,redemption arcs,positive,0.9216,2,2,Redemption Arcs Redemption Arcs Redemption Arcs Redemption Arcs Redemption Audience Fit,"redemption arcs, redemption arcs, redemption arcs, redemption arcs redemption, redemption arcs, arcs redemption arcs",4
demo_shameless_community,Demo Shameless Community,1b3e2721-f5d7-434b-a363-69c6a7f2a42c,isla_x,2026-03-18 08:12:00+00:00,I keep circling back to sad girl pop.,sad girl pop,positive,0.5563,1,6,Pop Circling Sad Sad Girl Pop Girl Pop Sad Girl Audience Fit,"pop circling sad, sad girl pop, girl pop, sad girl",7
demo_shameless_community,Demo Shameless Community,13cc3fe7-d385-499e-8c46-e80b373fd448,remis,2026-02-12 09:47:00+00:00,Can someone explain why sad girl pop keeps coming back?,sad girl pop,positive,0.5859,3,3,Pop Circling Sad Sad Girl Pop Girl Pop Sad Girl Audience Fit,"pop circling sad, sad girl pop, girl pop, sad girl",6
demo_shameless_community,Demo Shameless Community,e31312cc-d03c-4cf9-95c6-d70a2055871c,cleo,2026-03-03 13:51:00+00:00,Open thread for sad girl pop.,sad girl pop,neutral,-0.128,3,0,Pop Circling Sad Sad Girl Pop Girl Pop Sad Girl Audience Fit,"pop circling sad, sad girl pop, girl pop, sad girl",3
demo_shameless_community,Demo Shameless Community,0aa50379-aa7c-4811-b0a1-db0c529a099f,nora24,2026-03-19 20:18:00+00:00,Open thread for sad girl pop.,sad girl pop,negative,-0.5267,1,2,Pop Circling Sad Sad Girl Pop Girl Pop Sad Girl Audience Fit,"pop circling sad, sad girl pop, girl pop, sad girl",3
demo_shameless_community,Demo Shameless Community,e85aa71f-0e17-4881-9eaf-840b3432d863,heidi33,2026-04-01 07:47:00+00:00,I keep circling back to sad girl pop.,sad girl pop,negative,-0.2732,1,1,Pop Circling Sad Sad Girl Pop Girl Pop Sad Girl Audience Fit,"pop circling sad, sad girl pop, girl pop, sad girl",2
