comment_id,post_id,user_id,comment_username,comment_created_at,content,reply_to_comment_id,comment_like_count
f78c8aef-8e93-4540-b64d-5c120cfc316f,a8fc2636-6528-4601-a315-3c4b7b731c70,d48cb34a-67cb-4a35-ab29-05b3fd2d2699,ana,2026-01-26 15:00:00+00:00,Honestly I think audience fatigue is doing half the work here.,,0
13d21a2e-1342-4ba4-8eb1-5213b9b588aa,3d05704a-6b84-4700-8ef9-47380917f6dc,d3f621e6-367a-4f80-8697-80ba92f7badd,amber,2026-01-26 23:47:00+00:00,"I think the tricky part is i don't have a full thesis, but my gut says we're rewarding familiarity.",bcb4fb25-32e1-46c1-87e7-3ad40fecf393,0
aac6fbb5-d569-45d5-96f6-5857e96c6dfe,60403083-831d-4220-9e57-833119cdeaf9,c46eb7b5-1cd6-4b09-97c3-0cb70933c953,fern,2026-01-28 02:05:00+00:00,I think the internet is flattening the most interesting part of it.,,0
ca601e66-1a90-4cca-9559-0150a0c4183c,60403083-831d-4220-9e57-833119cdeaf9,971b74b9-34b6-4d68-b86b-6374e2cf764f,remis,2026-01-28 04:05:00+00:00,Small addition: this would make such a good newsletter round-up topic.,aac6fbb5-d569-45d5-96f6-5857e96c6dfe,1
03fc5f62-10e2-419e-914e-c408006af7ec,a027f881-f689-425f-92b3-7229f78c04f7,bd7c68e4-dbd3-42dd-a87e-932ce8096d75,nell35,2026-01-29 06:00:00+00:00,"There is a good point buried in the mess, but people are reacting to the performance of it all.",,2
55077de0-31c6-4d9b-b8c3-cd91c097c23b,c299d029-cc41-4e2e-9e3f-93fa7677dc20,bd7c68e4-dbd3-42dd-a87e-932ce8096d75,nell35,2026-01-29 10:08:00+00:00,The most revealing part is always what gets framed as relatable.,,0
a46b0138-7577-4521-a8f4-cdb9520700dd,c299d029-cc41-4e2e-9e3f-93fa7677dc20,b09208d7-39f5-4e12-b9b2-f069b81a344f,elsie,2026-01-29 14:08:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,2
532de0c1-f80b-4af3-83f0-0ea9c2a5e17f,c299d029-cc41-4e2e-9e3f-93fa7677dc20,d48cb34a-67cb-4a35-ab29-05b3fd2d2699,ana,2026-01-30 08:08:00+00:00,My unglamorous answer is that PR teams are better at shaping the vibe than the substance.,,0
4ac286ac-ba0c-4ac6-82c1-2f04ca3f4754,c299d029-cc41-4e2e-9e3f-93fa7677dc20,06264520-0673-4fc6-9c00-5b829fd744dc,mabel,2026-01-30 17:08:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,2
0a2bec04-67d3-4aef-a5a9-830e561a2b03,c299d029-cc41-4e2e-9e3f-93fa7677dc20,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-01-31 02:08:00+00:00,"Counterpoint: yes, and the tone matters almost more than the facts.",4ac286ac-ba0c-4ac6-82c1-2f04ca3f4754,1
cc53a464-a77a-483b-901a-8bbe9eceee82,7246c0c9-fe80-47d5-aa99-0109012b7c88,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-02-01 01:51:00+00:00,My take is less dramatic: people just want a neat story arc.,,1
02b7bf47-4ee4-4356-ae83-1d2736d076d5,ed0f7f58-1d69-4376-96c9-9e80d9f315b4,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-01 13:08:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",,1
9e10f609-1238-4248-a0b3-3841005898eb,ed0f7f58-1d69-4376-96c9-9e80d9f315b4,51efd9cc-9dd5-4483-b6de-ee8e728b82e9,paige69,2026-02-01 19:08:00+00:00,This is why I miss slower media cycles.,,0
6900b4d6-f0a9-46d7-943c-1d303aa4c8e3,7246c0c9-fe80-47d5-aa99-0109012b7c88,ee6ea00c-f6d0-4db3-930a-3ceb13e0b9cb,heidi33,2026-02-01 19:51:00+00:00,Honestly I think audience fatigue is doing half the work here.,,1
1bfe6e14-b83d-400c-90d7-ccd66159f7f1,7246c0c9-fe80-47d5-aa99-0109012b7c88,06264520-0673-4fc6-9c00-5b829fd744dc,mabel,2026-02-01 22:51:00+00:00,I think the tricky part is this is why I miss slower media cycles.,6900b4d6-f0a9-46d7-943c-1d303aa4c8e3,0
0f467a10-6f41-4a95-a165-d3f9c41c8825,4ce780f8-fac3-49d1-b04a-6157c0daaac6,44f0b95b-33a1-4be1-9b55-d4790f1cc3e8,sienna,2026-02-02 17:55:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,3
9ee499e0-3070-46da-8c99-c2e5bc0c327a,4ce780f8-fac3-49d1-b04a-6157c0daaac6,6282edfc-8011-4fa6-b0a1-a461e37f1c3b,dani54,2026-02-02 21:55:00+00:00,Honestly I think audience fatigue is doing half the work here.,,1
bf727187-5dac-4d6b-977b-aefa97b7b95c,4ce780f8-fac3-49d1-b04a-6157c0daaac6,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-03 01:55:00+00:00,I think the tricky part is there is also a class angle here that people skip past.,9ee499e0-3070-46da-8c99-c2e5bc0c327a,1
2253d966-d3e1-45e0-9664-9325dba9b405,60165a64-6147-4751-a15a-89cc89847ccf,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-02-03 17:08:00+00:00,My take is less dramatic: people just want a neat story arc.,,0
0ccbe82a-8848-4409-89b4-6e62acce3a7f,60165a64-6147-4751-a15a-89cc89847ccf,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-02-03 23:08:00+00:00,"This is where access, taste and timing all get muddled together.",,0
d8039671-6819-418c-af33-f2702ec364d0,60165a64-6147-4751-a15a-89cc89847ccf,d48cb34a-67cb-4a35-ab29-05b3fd2d2699,ana,2026-02-04 11:08:00+00:00,There is also a class angle here that people skip past.,,0
a7377858-6b44-4cd1-8686-b64abac2f6e7,60165a64-6147-4751-a15a-89cc89847ccf,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-02-04 12:08:00+00:00,There is also a class angle here that people skip past.,,2
ae918f4a-9323-4762-b67d-b90ce46eb933,60165a64-6147-4751-a15a-89cc89847ccf,2b45a69d-9c7d-49d0-b5e6-f94c40a15556,kate92,2026-02-04 14:08:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",,1
e0990b97-468a-46a2-b378-f1b9050b5057,14b9b482-b778-4bf8-85d9-b5db7a2b1459,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-02-05 03:08:00+00:00,"This is where access, taste and timing all get muddled together.",,0
306ad8ef-370d-4226-be3e-b311a6c41924,8ce90194-ff89-4ea0-b413-cd72390146e0,07c76569-1d23-4fcc-b263-bddc7f5f03b6,pearl93,2026-02-06 08:15:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",,1
5816df5f-dacb-4973-a80b-3deda73abe95,8ce90194-ff89-4ea0-b413-cd72390146e0,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-02-06 12:15:00+00:00,This is why I miss slower media cycles.,,0
91854f75-c1c3-40fc-8f3b-b2d48772915e,8ce90194-ff89-4ea0-b413-cd72390146e0,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-06 21:15:00+00:00,Honestly I think audience fatigue is doing half the work here.,,1
5fd40ab7-b3d6-48be-af91-7374883a6815,8ce90194-ff89-4ea0-b413-cd72390146e0,51efd9cc-9dd5-4483-b6de-ee8e728b82e9,paige69,2026-02-07 01:15:00+00:00,I keep coming back to who benefits from the framing.,,0
d9069947-6297-4791-b518-aa5db55638fb,96893c7b-7acc-4d2e-820f-a2977f4e8af8,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-08 23:33:00+00:00,I would love a longer episode on this because the nuance disappears in clips.,,3
09e9832e-805c-477f-8447-397c531e4129,96893c7b-7acc-4d2e-820f-a2977f4e8af8,d48cb34a-67cb-4a35-ab29-05b3fd2d2699,ana,2026-02-09 05:33:00+00:00,Counterpoint: this is exactly the kind of topic that sounds bigger online than it is offline.,d9069947-6297-4791-b518-aa5db55638fb,0
715e3ce2-bc50-4e70-b27a-ed352ec50d7d,96893c7b-7acc-4d2e-820f-a2977f4e8af8,ec455a41-4c72-4c7d-9ace-89f42929f39e,brookea,2026-02-09 23:33:00+00:00,"There is a good point buried in the mess, but people are reacting to the performance of it all.",,3
e2ff097e-96b5-43eb-b830-3a88c40faf53,96893c7b-7acc-4d2e-820f-a2977f4e8af8,971b74b9-34b6-4d68-b86b-6374e2cf764f,remis,2026-02-10 08:33:00+00:00,I think the internet is flattening the most interesting part of it.,,0
e58a5ef3-a1df-44a1-a35d-0016b708f748,96893c7b-7acc-4d2e-820f-a2977f4e8af8,1fd42c2d-fadb-4794-8d33-f4eefae244ac,cleo,2026-02-10 10:33:00+00:00,This would make such a good newsletter round-up topic.,,0
eb0e59a7-2b47-4e59-a172-0b2ea75db8d1,00cbe6bf-483d-4e0e-a1f5-25608d99613d,e6716ed7-f5f8-4f76-8b16-786cb55b5c1a,rubyx,2026-02-10 16:08:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",,0
439dd524-f900-471f-9212-7ebf017aaa85,13cc3fe7-d385-499e-8c46-e80b373fd448,1fd42c2d-fadb-4794-8d33-f4eefae244ac,cleo,2026-02-12 14:47:00+00:00,Same. It lands differently once you think about who the audience is.,,1
727d45c5-b79e-4bc2-84c8-7b4c0e544f3f,52d9a4ff-e0e3-43bb-a7bb-940f06c81c4a,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-12 17:05:00+00:00,"There is a good point buried in the mess, but people are reacting to the performance of it all.",,0
5a5c31e7-917f-4684-8274-8cbd62f291d3,13cc3fe7-d385-499e-8c46-e80b373fd448,6282edfc-8011-4fa6-b0a1-a461e37f1c3b,dani54,2026-02-12 18:47:00+00:00,Replying because my unglamorous answer is that PR teams are better at shaping the vibe than the substance.,439dd524-f900-471f-9212-7ebf017aaa85,0
fa3e8ce7-4156-4e6a-93ab-a6d9a6a625f8,13cc3fe7-d385-499e-8c46-e80b373fd448,d48cb34a-67cb-4a35-ab29-05b3fd2d2699,ana,2026-02-13 06:47:00+00:00,"I don't have a full thesis, but my gut says we're rewarding familiarity.",,2
28835985-2934-49de-96ff-d2a9505ef804,52d9a4ff-e0e3-43bb-a7bb-940f06c81c4a,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-02-13 11:05:00+00:00,There is also a class angle here that people skip past.,,1
d4b7dda2-861b-4ba0-a0e0-4dc4f80852d3,c09b7467-d5f1-456c-8f6e-5d015f0248b7,f5984d39-e284-42e8-8ba7-5bb425a0a5bc,hallezz,2026-02-15 19:00:00+00:00,"Yes, and the tone matters almost more than the facts.",,1
6ff35f19-baf2-45d2-86ec-b945790893b1,c09b7467-d5f1-456c-8f6e-5d015f0248b7,19f2ec2b-a1e3-4519-84fa-d81188027b81,nell_xo,2026-02-16 07:00:00+00:00,"I don't have a full thesis, but my gut says we're rewarding familiarity.",,0
24b17c62-08a5-4303-8eae-30957777ca55,c9f7127c-9264-451c-b158-7b0ccf7aff0b,fa3fabd0-38ca-4d43-a274-3deee2633ae3,casshq,2026-02-16 09:51:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,3
dc414508-62f9-4cdb-8659-fe461058ea4c,c9f7127c-9264-451c-b158-7b0ccf7aff0b,66c36fbf-b638-48b9-82db-f015331857ba,isla_x,2026-02-16 15:51:00+00:00,Small addition: i think the internet is flattening the most interesting part of it.,24b17c62-08a5-4303-8eae-30957777ca55,1
030706e1-9c20-45bf-87b8-cf29e03ff65b,c9f7127c-9264-451c-b158-7b0ccf7aff0b,26ea0c6b-e2be-4c73-8b4a-ea05405e5aaf,willa55,2026-02-16 18:51:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,0
feed2209-c8db-41fe-966f-04e52303a19e,c9f7127c-9264-451c-b158-7b0ccf7aff0b,0bf84a80-6729-4c12-80af-652ef37f5f0b,beth,2026-02-17 00:51:00+00:00,Small addition: i would love a longer episode on this because the nuance disappears in clips.,24b17c62-08a5-4303-8eae-30957777ca55,2
ea4e9456-d134-435b-b35c-b15c8c6c734b,c09b7467-d5f1-456c-8f6e-5d015f0248b7,971b74b9-34b6-4d68-b86b-6374e2cf764f,remis,2026-02-17 01:00:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",,2
d3226735-e74d-4a3c-a8f7-72be75d8a0f5,45d2fb24-52fa-4261-a4b3-e3ccf5ecdc76,6d66c1c2-9ed8-4b9e-bc4b-720a027cfcc6,lottiea,2026-02-17 01:22:00+00:00,My take is less dramatic: people just want a neat story arc.,,2
bde54e29-ea72-4537-aa73-39552fcdc7eb,c09b7467-d5f1-456c-8f6e-5d015f0248b7,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-02-17 13:00:00+00:00,The most revealing part is always what gets framed as relatable.,,0
53cdb2c7-2aaf-487b-8a15-76ea344ccb98,c09b7467-d5f1-456c-8f6e-5d015f0248b7,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-02-18 01:00:00+00:00,"Totally, but i keep coming back to who benefits from the framing.",6ff35f19-baf2-45d2-86ec-b945790893b1,0
bbe68d1f-e7ad-470c-a70f-89df924091d3,7e509fbc-9b1b-4e25-a0de-2eab1a6baca9,ec455a41-4c72-4c7d-9ace-89f42929f39e,brookea,2026-02-18 03:27:00+00:00,I think we pretend these conversations are about ethics when half the time they are about taste.,,1
b7b6de99-7c64-4710-a050-03f0861360d1,d9bb1bd3-1106-4db0-9c63-2968dd55af46,1fd42c2d-fadb-4794-8d33-f4eefae244ac,cleo,2026-02-18 09:42:00+00:00,"I don't have a full thesis, but my gut says we're rewarding familiarity.",,1
f40ebf7b-f463-412d-9d1b-ab18f37f6846,04381e62-55ea-415f-bb7d-438aabb21a79,36440350-a43e-4388-b514-a9a691954bc9,mae,2026-02-18 11:15:00+00:00,"I don't have a full thesis, but my gut says we're rewarding familiarity.",,1
b747a3c2-b4f7-408d-b0c6-9bae353960e9,7e509fbc-9b1b-4e25-a0de-2eab1a6baca9,af539199-de83-4688-9b2a-e07b09231d2a,delia_daily,2026-02-18 12:27:00+00:00,Honestly I think audience fatigue is doing half the work here.,,1
606ba6b9-2c7f-4831-b0ab-0521aaa0a1f7,04381e62-55ea-415f-bb7d-438aabb21a79,f97fc0e9-dace-4428-8859-ad8ebd2532fd,tara,2026-02-18 13:15:00+00:00,Small addition: there is also a class angle here that people skip past.,f40ebf7b-f463-412d-9d1b-ab18f37f6846,1
e08e0102-a0aa-464c-9a7c-6ef2eb641c39,04381e62-55ea-415f-bb7d-438aabb21a79,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-18 14:15:00+00:00,"I don't have a full thesis, but my gut says we're rewarding familiarity.",,2
cbea9f7f-5a43-403a-842d-7918ca27a59c,7e509fbc-9b1b-4e25-a0de-2eab1a6baca9,46700dca-926f-4da6-8b42-bd0228cb799e,remi22,2026-02-18 15:27:00+00:00,There is also a class angle here that people skip past.,,0
3b7edcce-4e53-430d-bd1d-6b9f0d3b79dd,66f1bd4d-6441-4532-a12b-06949c949a7a,6d66c1c2-9ed8-4b9e-bc4b-720a027cfcc6,lottiea,2026-02-18 23:47:00+00:00,"I don't have a full thesis, but my gut says we're rewarding familiarity.",,1
bfe80a14-0d5e-479f-b445-677012076226,66f1bd4d-6441-4532-a12b-06949c949a7a,6282edfc-8011-4fa6-b0a1-a461e37f1c3b,dani54,2026-02-19 02:47:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,0
a50eea8e-f102-4e03-a1e6-fc2aa0baf5fd,d9bb1bd3-1106-4db0-9c63-2968dd55af46,5ba27d3d-ac03-42e9-931a-893a0bc836f6,nia,2026-02-19 03:42:00+00:00,"Yes, and the tone matters almost more than the facts.",,0
8e717006-ec73-4a05-ae60-448492566c39,d9bb1bd3-1106-4db0-9c63-2968dd55af46,f97fc0e9-dace-4428-8859-ad8ebd2532fd,tara,2026-02-19 05:42:00+00:00,My unglamorous answer is that PR teams are better at shaping the vibe than the substance.,,1
96188bbc-1926-4f39-9627-f972de9ad9a3,033994b2-ad20-420d-9965-d280108ca03a,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-02-19 06:15:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,1
4522c9a6-c186-41af-9b9f-a01c90c59c23,d9bb1bd3-1106-4db0-9c63-2968dd55af46,19f2ec2b-a1e3-4519-84fa-d81188027b81,nell_xo,2026-02-19 11:42:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,2
9bde5855-1dae-4a2d-9c48-b5f839484eb4,d9bb1bd3-1106-4db0-9c63-2968dd55af46,1fd42c2d-fadb-4794-8d33-f4eefae244ac,cleo,2026-02-19 13:42:00+00:00,I would love a longer episode on this because the nuance disappears in clips.,,2
05857726-b6ef-405f-8437-4a94c7999506,66f1bd4d-6441-4532-a12b-06949c949a7a,b3cbce25-bcfc-4039-8e81-460817f8514c,poppy_club,2026-02-19 20:47:00+00:00,I would love a longer episode on this because the nuance disappears in clips.,,0
b60e76d0-51ef-4189-88fd-ccb0247bdc9e,57efd739-b593-4cff-8907-c57dcc1542c3,fa3fabd0-38ca-4d43-a274-3deee2633ae3,casshq,2026-02-21 20:27:00+00:00,My take is less dramatic: people just want a neat story arc.,,0
ff9d3cda-81f9-4d9a-b2c8-135242b1c26b,7c559900-3e3b-473f-ac91-867324296eef,19f2ec2b-a1e3-4519-84fa-d81188027b81,nell_xo,2026-02-24 13:18:00+00:00,"I had not thought about it that way, but that feels right.",,1
bd6064aa-3ff8-471c-a2c0-1eedc3f2a976,7c559900-3e3b-473f-ac91-867324296eef,c46eb7b5-1cd6-4b09-97c3-0cb70933c953,fern,2026-02-24 19:18:00+00:00,This is why I miss slower media cycles.,,0
fcf0aa08-3e57-4a86-8b7a-86641fa24c02,7c559900-3e3b-473f-ac91-867324296eef,f97fc0e9-dace-4428-8859-ad8ebd2532fd,tara,2026-02-25 01:18:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,1
9e24f359-b54c-4369-b2fb-eca386e220eb,12fd3bb1-5fe1-43de-9573-8e9ba31b4da9,4cca996c-dea3-42ff-aa43-0212eb63d16c,islax,2026-02-25 11:55:00+00:00,This is why I miss slower media cycles.,,1
b3c4dff6-2c9e-4494-a723-be2175ff5cb9,12fd3bb1-5fe1-43de-9573-8e9ba31b4da9,f97fc0e9-dace-4428-8859-ad8ebd2532fd,tara,2026-02-25 14:55:00+00:00,"Yes, and the tone matters almost more than the facts.",,1
bab80173-0a0d-45cb-94c3-3a7f61b64422,3c7eea98-5f6e-4207-8a66-0364d68f5248,b09208d7-39f5-4e12-b9b2-f069b81a344f,elsie,2026-02-28 16:08:00+00:00,"There is a good point buried in the mess, but people are reacting to the performance of it all.",,1
7cec3b39-e915-4d94-87be-b241096681b4,3c7eea98-5f6e-4207-8a66-0364d68f5248,f5984d39-e284-42e8-8ba7-5bb425a0a5bc,hallezz,2026-02-28 18:08:00+00:00,I keep coming back to who benefits from the framing.,,1
0696ace3-946d-4bba-8ef4-2213175e25af,dea130a3-c077-4e06-9ed9-928c02b1367d,2b45a69d-9c7d-49d0-b5e6-f94c40a15556,kate92,2026-03-04 00:51:00+00:00,There is also a class angle here that people skip past.,,1
7b441a78-0725-435b-a5e1-760e49d496ac,0e3815a8-14f2-4da9-bac0-254a9b9149de,7f39d49f-9c12-4e0e-a1b9-39bed12bbf31,gemmanotes,2026-03-04 11:27:00+00:00,I think we pretend these conversations are about ethics when half the time they are about taste.,,2
42eef52c-ba07-4e38-8762-d3e55e948fb2,dea130a3-c077-4e06-9ed9-928c02b1367d,b09208d7-39f5-4e12-b9b2-f069b81a344f,elsie,2026-03-04 18:51:00+00:00,Small addition: same. It lands differently once you think about who the audience is.,0696ace3-946d-4bba-8ef4-2213175e25af,1
8cac6e7a-41f7-4df4-bc8e-7046534a39e2,0e3815a8-14f2-4da9-bac0-254a9b9149de,17bb260a-3064-4c39-937e-f3e36ac5549e,josie75,2026-03-04 23:27:00+00:00,"I don't have a full thesis, but my gut says we're rewarding familiarity.",,2
6548cf1e-41ac-4e46-bbce-2641b7ee4044,0e3815a8-14f2-4da9-bac0-254a9b9149de,c46eb7b5-1cd6-4b09-97c3-0cb70933c953,fern,2026-03-05 00:27:00+00:00,My unglamorous answer is that PR teams are better at shaping the vibe than the substance.,,3
d30e1b53-3e5a-4fe6-9358-7c9b41213832,0e3815a8-14f2-4da9-bac0-254a9b9149de,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-03-05 06:27:00+00:00,I keep coming back to who benefits from the framing.,,0
7d0723a7-b68d-4c3c-9029-fb4fbc6ee99a,0e3815a8-14f2-4da9-bac0-254a9b9149de,66c36fbf-b638-48b9-82db-f015331857ba,isla_x,2026-03-05 08:27:00+00:00,Same. It lands differently once you think about who the audience is.,,2
a6a4547f-6870-4c06-9d28-01086372c1e8,a5805a92-36f4-4cc4-b616-30b62410a9f6,971b74b9-34b6-4d68-b86b-6374e2cf764f,remis,2026-03-06 01:55:00+00:00,"I don't have a full thesis, but my gut says we're rewarding familiarity.",,2
94405129-4cf7-486f-9973-bcec5c5d50dc,362162d6-74bd-4995-9f26-3a63d04e2e9a,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-03-06 04:12:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,,0
386fe5fc-c054-45fc-9368-17af7c9fc037,362162d6-74bd-4995-9f26-3a63d04e2e9a,f97e3d10-e2db-475f-bf73-9786196958f3,larab,2026-03-06 08:12:00+00:00,There is also a class angle here that people skip past.,,1
9fe743e2-d586-4744-9224-7d283165b838,a5805a92-36f4-4cc4-b616-30b62410a9f6,465c489c-3cf7-4689-84eb-1e50fe97d34e,siennanotes,2026-03-06 13:55:00+00:00,Same. It lands differently once you think about who the audience is.,,0
310207a4-f1b4-4bda-ad64-ec579109e7c1,a5805a92-36f4-4cc4-b616-30b62410a9f6,1c685bd4-a8dc-48db-aeca-bab50ba7438f,esme95,2026-03-06 17:55:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",,1
54ab9326-116f-4a8a-8253-594dfb309ad6,a5805a92-36f4-4cc4-b616-30b62410a9f6,4cca996c-dea3-42ff-aa43-0212eb63d16c,islax,2026-03-07 11:55:00+00:00,Small addition: i think the internet is flattening the most interesting part of it.,310207a4-f1b4-4bda-ad64-ec579109e7c1,1
40e0b5c8-3b6d-4e22-904c-186cd3dabaeb,371176c4-9794-4c97-8f35-22ec0b3b6d8b,bbc73ce5-c560-4c00-a5ed-dd4894dc8188,thea_hq,2026-03-07 14:51:00+00:00,"There is a good point buried in the mess, but people are reacting to the performance of it all.",,0
b0bcb520-45bd-4171-81af-3ee7163c5cce,77a132e2-57da-4dec-b02e-b237562be12d,c46eb7b5-1cd6-4b09-97c3-0cb70933c953,fern,2026-03-09 11:55:00+00:00,This is exactly the kind of topic that sounds bigger online than it is offline.,,2
eb2b43ea-957c-4a5a-a454-64f4579b4d5d,77a132e2-57da-4dec-b02e-b237562be12d,7f39d49f-9c12-4e0e-a1b9-39bed12bbf31,gemmanotes,2026-03-09 14:55:00+00:00,Counterpoint: i would love a longer episode on this because the nuance disappears in clips.,b0bcb520-45bd-4171-81af-3ee7163c5cce,0
98ab9222-c450-4b61-988a-e8069d6bc7df,3b4c3d7c-2f0a-425c-9781-42ab7e6a3416,7536b309-735c-4261-a2fd-521e379a5ca4,annieb,2026-03-09 19:42:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",,1
